hotel_name,name,rating,review
Hotel Tugu Indah,Laely Sari Rahmatika,4.0,"(Translated by Google) Friendly service, comfortable rooms ... Unfortunately I am not satisfied with the breakfast menu ... and the chicken steak usually on the hotplate but this one is not, I hope the hotel can improve about that, thanks :) (Original) Pelayanan ramah, kamar nyaman.. Sayangnya saya kurang puas dengan menu breakfastnya.. dan chicken steaknya biasanya kan di hotplate tp yg ini engga, saya harap pihak hotel bisa meng improve tentang itu, terimakasih :)"
Hotel Tugu Indah,D. Sugihatna,3.0,"(Translated by Google) Ease of access from the provincial highway. Shower and sink need to be repaired. Shower if lit spurting. The sink was a little rusty. For a budget hotel, as a place to stay for rest and sleep, it can be said to be tolerable. (Original) Kemudahan akses dari jalan raya propinsi. Shower dan wastafel perlu diperbaiki. Shower jika dinyalakan muncrat. Keran wasrafel swdikit karat. Untuk budget hotel, sebagai tempat bermalam untuk istirahat dan tidur, bisa dikatakan lumayan."
Hotel Tugu Indah,Suharyono Eko Prasetyo,4.0,"(Translated by Google) The rooms are clean, the air conditioner is cold, the toilets are also clean, the prices are cheap, close to the Rosalia Indah Bus agent, making it easy for those who want to transit or travel between cities.. (Original) Kamarnya bersih, ACnya dingin, Toilet nya juga bersih, harga murah meriah, dekat dengan agen Bis Rosalia Indah memudahkan yang ingin transit atau bepergian antar kota.."
Hotel Tugu Indah,Isyhar Malija,4.0,"(Translated by Google) Comfortable, the quality of a 2-star hotel has.. Even though I got a room without a window at that time, the atmosphere in the room was not stuffy.. (Original) Nyaman, kualitas hotel bintang 2 punya.. Walaupun saya ketika itu dpt kamar yg tanpa jendela, tp suasana kamarnya ttp tdk pengap.."
Hotel Tugu Indah,Mutiara Ramadhannia,1.0,"(Translated by Google) I was disappointed with the service of this hotel, accusing me of eating Snack citato when I repeat my oath once again through this review that for my sake I did not eat citato .. my oath is the highest oath of a Muslim. May God repay the actions of hotel staff who have defamed me. Wallahi. Please note, I have to pay 10 times the price of Snack. We are devout people. We are Muslims who sort out the food, making sure that everything goes into the stomach is a thayiban. (Original) Saya kecewa dengan pelayanan hotel ini, menuduh saya makan Snack citato padahal saya ulangi sumpah saya sekali lagi melalui review ini bahwa demi Allah saya tdk makan citato.. sumpah saya adalah sumpah tertinggi seorang muslim. Semoga Allah balas perbuatan staf hotel yg telah memfitnah saya. Wallahi. Perlu diketahui, om saya sdh bayar 10 kali lipat harga Snack. Kami orang taat beribadah.. kami muslim yg sangat memilah makanan, memastikan semua yg masuk ke dalam perut adalah halalan thayiban."
Hotel Tugu Indah,Abi Khan,5.0,"(Translated by Google) Just stop by for a while, don't just drop the bus. The Ceria Wisata office is here. (Original) Hanya mampir sebentar, gak nginep ngedrop Bis saja. Kantor Ceria Wisata ada disini."
Hotel Tugu Indah,Susanto Santo,3.0,"(Translated by Google) For those of you who often travel to the West Semarang region, of course the presence of this hotel is already familiar. Its strategic location on the edge of the north coast road and in the outskirts of West Semarang, is very easy to access from anywhere. The place is quite comfortable and the number of rooms is also quite a lot and there is an en suite bathroom, tv. Parking space is also quite adequate for a number of private vehicles and buses. (Original) Bagi anda yang sering bepergian kewilayah semarang barat, tentu kehadiran hotel.ini sdh tidak asing lagi. Lokasinya yang strategis di pinggir jalan pantura dan didaerah pinggiran semarang barat, sangat mudah diakses darimanapun. Tempatnya cukup nyaman dan jumlah kamarnya juga lumayan banyak serta ada kamarmandi dalam, tv. Tempat parkir juga lumayan memadai untuk sejumlah kendaraan pribadi maupun bus."
Hotel Tugu Indah,Ernist Liyanto,4.0,"(Translated by Google) Hotel with friendly service, location not too far from the center of the crowd. The price of the room is not too expensive, the service is quite good. The rooms are clean and quite spacious. Only unfortunately, the bathroom door was problematic, it couldn't be locked, and there were no towel hangers in the bathroom (Original) Hotel dengan pelayanan yang ramah, lokasi yang tidak terlalu jauh dari pusat keramaian. Harga kamar yamg tidal terlalu mahal, servis yang cukup baik. Kamar yang bersih dan cukup luas. Hanya sayangnya, pintu kamar mandi bermasalah, tidak bisa dikunci, dan tidak ada gantungan handuk di dalam kamar mandi"
Hotel Tugu Indah,MUHAMMAD AL AMIN,2.0,"(Translated by Google) Good service but rooms with a price of 257 rb ac are not cold even though all are closed. The bathroom doesn't have hot water. The sink is broken. The Closet Faucet doesn't work, there are only side sprays. Very disappointed 😢😢😢😢😭😭😭 (Original) Pelayanan bagus tapi kamar dgn harga 257 rb ac kurang dingin walopun semua ditutup. Kamar mandi gak ada air panasnya. Wastafel rusak. Kran Closet gak berfungsi cuman ada semprotan samping. Kecewa banget 😢😢😢😢😭😭😭"
Hotel Tugu Indah,N 4551 ER BK,5.0,(Translated by Google) A subscription place for transit before going home to Semarang (Original) Tempat langganan untuk transit sebelum otw kerumah Semarang
Hotel Tugu Indah,Mohammad Noval,4.0,"(Translated by Google) a hotel that is quite comfortable, it is the right place to rest even though the location is on the edge of a highway with heavy traffic, with friendly service, free wifi and an easy-to-find hotel (Original) hotel yang cukup nyaman, menjadi tempat yang pas untuk istirahat walaupun lokasi berada di pinggir jalan raya yang lalu lintasnya padat, dengan pelayanan yang ramah, free wifi dan merupakan hotel yang mudah dicari"
Hotel Tugu Indah,Aulia Febi,1.0,"(Translated by Google) There is a restaurant but it's not consistent, every time I get an order, the reason is out of stock👎👎 (Original) Ada resto tetapi tidak konsisten, setiap saya dapat order, alasannya stok habis👎👎"
Hotel Tugu Indah,Setya Winarno,1.0,"(Translated by Google) Just realized this hotel is not a recommendation after many regretted comments. It turns out that it is true, as I have experienced, you should not stay at this hotel unless you are ready to be disappointed. Very bad service, many facilities need to be rejuvenated. (Original) Baru sadar hotel ini memang tidak rekomendasi setelah banyak yg memberikan komentar penyesalan. Ternyata memang benar spt sy alami, sebaiknya tidak menginap di hotel ini kecuali siap kecewa. Pelayanan sangat buruk, fasilitas banyak yg harus diremajakan."
Hotel Tugu Indah,Indri Hapsari,5.0,(Translated by Google) The room is clean Relieved There is hot water for bathing Wifi (Original) Ruangan nya bersih Lega Ada air panas untuk mandi Wifi
Hotel Tugu Indah,eko kurniawan,5.0,"(Translated by Google) A very comfortable place to stay, clean and strategic, the staff are also friendly and polite. and there are also facilities for selling bus tickets and travel agents (Original) Tempat yang sangat nyaman utk menginap, bersih, dan strategis, staff nya jg ramah dan sopan. dan terdapat jg fasilitas utk penjualan tiket bus dan travel agent"
Hotel Tugu Indah,Mochammad Fadhil Nurfaidzi,3.0,"(Translated by Google) The hotel has sufficient access, but for hotel facilities it needs rejuvenation, as the condition of the tool or facility is not suitable for the hotel class, for example towels, hot water, and non-cold air conditioner (Original) Hotel nya memiliki akses yg cukup,namun untuk fasilitas hotel perlu peremajaan ulang,bbrp kondisi alat atau fasilitas sudah tidak layak pakai untuk sekelas hotel,contohnya handuk,air panas,dan ac yg tidak dingin"
Hotel Tugu Indah,Darmawan Wawan,4.0,"(Translated by Google) Clean, cheap place according to the buged backpaker, good food ... just aer hot still need to pay attention to the shower (Original) Tempat bersih, murah sesuai buged backpaker, makanan enak...cuma aer panas masih perlu di perhatikan showernya"
Hotel Tugu Indah,Aas.S REISKA AURA RAHMADANI,3.0,"(Translated by Google) The price includes expensive because the facilities are not supportive (there are only rooms that are damaged, the severity of the menu is not worth the morning consumption of visitors out of town) (Original) Harga termasuk mahal karna fasilitas yg tdk mendukung ( kamar ada aja yg rusak,parahnya menu tdk layak konsumsi pagi pengunjung luar kota )"
Hotel Tugu Indah,Intan Hikari,3.0,"(Translated by Google) It is less comfortable for the environment, near a big road, without trucks, pollution, looking for food to eat the road is quite far, hotel mattresses make it itchy, others are ok .. (Original) Kurang nyaman untuk lingkungan, dekat jalan besar, byk truk, polusi, cari makan hrus jalan lumayan jauh, kasur hotel bikin gatal, lainnya sih ok.."
Hotel Tugu Indah,Chiko Cisunarko,2.0,"(Translated by Google) Hotel Tugu room prices are decent for the lower middle class, not too expensive from 275 - 340 thousand, the rooms are clean, shower facilities are warm and cold. (Original) Hotel Tugu harga kamar lumayan untuk kelas menengah kebawah tidak terlalu mahal dari 275 - 340 rb an kamarnya bersih, fasilitas mandi air hangat dan dingin."
Hotel Tugu Indah,heri stiawan,1.0,(Translated by Google) Very bad service(Original)Pelayanan sangat burukRooms: 1/5 | Service: 1/5 | Location: 1/5 …More
Hotel Tugu Indah,helly nugraha,3.0,(Translated by Google) Ampuuun .... superior hot water is not functioning. In front of the room is not maintained..remote AC cannot be used .. Lazy to come here again ah ... (Original) Ampuuun....kamar superior air panas nggak berfungsi. Depan kamar nggak terawat..remote AC nggak bisa dipake.. Males kesini lagi ah...
Hotel Tugu Indah,JUAN JAGAD,2.0,"(Translated by Google) Dirty rooms ,, the price of 375k means expensive compared to hotels in the Bandung area with almost the same price ,, mattress .. OMG it makes back pain. (Original) Kamar kotor,, harga 375k termaksud mahal dibanding hotel didaerah Bandung dengan harga yg hampir sama,, kasur.. OMG bikin punggung sakit."
Hotel Tugu Indah,wardah faiqoh,5.0,"(Translated by Google) Friendly service, strategic location on a side street and clean and nice rooms (Original) Pelayanan ramah, lokasi strategis d pinggir jalan dan kamar nya bersih n bagus"
Hotel Tugu Indah,zaenal arifin,5.0,"(Translated by Google) Very comfortable to rest, friendly service (Original) Sangat nyaman untuk istirahat, pelayanan ramah"
Hotel Tugu Indah,Azis Flight29,5.0,"(Translated by Google) Pretty good, standard facilities but strategic location...friendly service & not boring...so I want to stay again...hehe (Original) Lumayan bagus, fasilitas standar tapi strategis lokasinya...pelayanan ramah & gak ngebosenin...jadi pengen nginep lagi...hehe"
Hotel Tugu Indah,Achmad Rijanto,1.0,"(Translated by Google) Price Expensive, Old Room, Bad and Dirty, Used Towel, Trash scattered behind the window, there are mosquitoes. Service makes it uncomfortable. (Original) Harga Mahal, Kamar Tua, Jelek dan Kotor, Handuk Bekas, Sampah berserakan di belakang jendela, ada nyamuk. Pelayanan membuat tidak nyaman."
Hotel Tugu Indah,Arief Abiyasa,1.0,(Translated by Google) For a small hotel the rate is too expensive. (Original) Utk ukuran hotel kecil tarifnya terlalu mahal.
Hotel Tugu Indah,Laksmi Paopao,3.0,"(Translated by Google) Not bad for a long trip inn, hot water for a good shower, enough rooms, a more enhanced breakfast, enough overalls (Original) Lumayan untuk penginapan perjalanan jauh, air panas untuk mandi baik, kamar cukup, sarapan pagi lebih ditingkatkan, overall cukup"
Hotel Tugu Indah,sulistiyo adji,4.0,"(Translated by Google) It's not bad, it's a bit expensive, 200 thousand a night (Original) Lumayanlah , agak sedikit mahal sih 200rb semalam"
Hotel Tugu Indah,achyar dini,2.0,"(Translated by Google) There is no receptionist when you want to Check In, there is only security, and the security says the receptionist is already plg (Original) Resepsionisnya ga ada ktika mau Chek In yg ada cuma security, dan kata securitynya Resepsionisnya dah plg"
Hotel Tugu Indah,almoravid tegar,5.0,(Translated by Google) The service is good. Mbak Mia is friendly and very helpful. Complaints are also well received. Very suitable for just resting (Original) Pelayanan nya bagus. Mbak Mia ramah dan sangat membantu. Komplain juga ditanggapi dengan baik. Sangat cocok untuk sekedar beristirahat
Hotel Tugu Indah,Agus Supriyono,4.0,(Translated by Google) Facilities according to the tariff. The lights are dim. Hot shower water doesn't work. The sink leaked. (Original) Fasilitas sesuai dengan tarif. Lampu redup. Air mandi panas tidak berfungsi. Wastafel bocor.
Hotel Tugu Indah,H TM,2.0,"(Translated by Google) Including expensive for the facilities, wifi does not reach the room. But the service is friendly. Choose here because of the strategic location with my needs (Original) Termasuk mahal untuk fasilitasnya, wifi tidak sampai kamar. Tapi pelayanannya ramah. Pilih di sini karena tempat yang strategis dengan keperluan saya"
Hotel Tugu Indah,Jurianto Rian,3.0,(Translated by Google) Comfortable for rest.. The breakfast menu is delicious Recommended for the area around Ngaliyan (Original) Nyaman buat istirahat.. Menu breakfast nya enak Recommended untuk area sekitar Ngaliyan
Hotel Tugu Indah,Channel Kang Oji,5.0,"(Translated by Google) This monument hotel is very good service and there is also a restaurant, there are also many fathers who take food and drinks at the hotel restaurant monument (Original) Hotel tugu ini itu sangat bagus pelayanannya dan ada restoran nya juga banyak bapak bapak grab dan gojek yang pesen makanan di restoran hotel tugu"
Hotel Tugu Indah,Mira Dian Naufalina,2.0,"(Translated by Google) The price is quite expensive for a 3-star hotel, breakfast is not possible and there is less comfort (Original) Harganya cukup mahal untuk ukuran hotel bintang 3, tidak dpt sarapan dan kenyamanan kurang"
Hotel Tugu Indah,Astri Sayang,5.0,(Translated by Google) Nice room..but expensive(Original)Bagus kamarnya..tp mahal
Hotel Tugu Indah,Rijalul Mukhtar,1.0,(Translated by Google) The hotel with the worst service for hundreds of times I stayed in various cities. Very sorry (Original) Hotel dengan pelayanan terburuk sepanjang ratusan kali saya menginap di berbagai kota. Menyesal sekali..
Hotel Tugu Indah,Ilu Mamluatul,3.0,"(Translated by Google) not bad for a break. Clean place with the right facilities, no less. (Original) lumayan untuk sekedar istirahat. Tempat bersih dengan fasilitas yang pas, nggak kurang nggak lebih."
Hotel Tugu Indah,Akyas Ayusia,5.0,(Translated by Google) Dr just outside the usual client when he got the room thank God was quite satisfied. the service is also friendly (Original) Dr luar kliatan biasa aja pas dapet kamar alhamdulillaah lumayan puas . pelayanannya juga ramah
Hotel Tugu Indah,DONY indarto,2.0,(Translated by Google) There are already more modern competitors and good service next door to sono..... need to renovate and service needs to be improved (Original) Sudah ada kompetitor yang lebih modern dan servis yang bagus di sebelah sono..... perlu renov dan pelayanan perlu ditingkatkan
Hotel Tugu Indah,roswandi moeh,5.0,(Translated by Google) Comfortable and quite clean(Original)Nyaman dan cukup bersih
Hotel Tugu Indah,Budi Santoso,5.0,(Translated by Google) The room is spacious and the food is delicious (Original) Kamarnya luas dan masakannya enak
Hotel Tugu Indah,suryadi amanda,5.0,"(Translated by Google) quite comfortable, the room is always serviced (Original) lumayan nyaman kamar juga selalu diservice"
Hotel Tugu Indah,say sayoko,3.0,"(Translated by Google) Sorry ... cleanliness of the room, adequate bathroom, lack of hot water, noisy AC, (Original) Maaf ya... kebersihan kamar, kamar mandi cukup, air panas kurang, AC berisik,"
Hotel Tugu Indah,Ahmad Pandu,1.0,(Translated by Google) There is a restaurant but it always disappoints its customers (Original) Ada resto tetapi selalu mengecewakan pelanggannya 👎
Front One Inn Hotel Semarang,Daniel Adi Nugroho,4.0,"Easy access, friendly staffs, comfy rooms. But parking space is tight and bathrooms needs more cleaning. Good for 1-2 nights stay.Rooms: 4/5 | Service: 5/5 | Location: 5/5 …More"
Front One Inn Hotel Semarang,Lee “Utha” Carbeat,3.0,Budget hotel. Since the pandemic their quality already degrading. The room it self doesn't give the best cleanliness you expect from a budget hotel. For the same price you could find a better hotel in the city central. They serve lunch. Adequate parking space. The elevator still using the 6 person max. Hope this pandemic will end soon so this place can renovates and bring back the quality to the table.
Front One Inn Hotel Semarang,Marcel,3.0,"Good for transit only, the towel and duster its same colour 😅 toilet dirtyRooms: 1/5 | Service: 3/5 | Location: 5/5 …More"
Front One Inn Hotel Semarang,fajar zona,4.0,It's budget and minimalist hotel. This hotel ideal for traveling worker who only need basic hospitality service. Breakfast menu was limited and there is noises in restaurants. I suspect it from power generator. Hopefully they can reduce this noise.
Front One Inn Hotel Semarang,Stella Cai,4.0,"Stayed for long-time for business. The room is clean, but some of the towels are worn-out. Staff are all welcoming and friendly, especially the room cleaning staff. I like the smell of their bed sheets, as they used detergent with a special fragrance, subtle and fresh."
Front One Inn Hotel Semarang,Hexanto Djojo,3.0,"Located in national road, heavy traffic. Help full staff. Need more attention in bath room cleanliness."
Front One Inn Hotel Semarang,aziz seiei,4.0,"A good place to stay, iys neat, and easy to acces. The roof top is a good place to take some air."
Front One Inn Hotel Semarang,江祖华Eddy,3.0,"Small but clean nice place to stay. Next to state hospital, so very convenient to people who need to stay close to hospital and take family member who stay in hospital."
Front One Inn Hotel Semarang,greg g,4.0,"one of the closest hotel from the airport. if you bring your own car, it is advised to leave it to the reception, as they only have approximately 8 spaces for parking ( 2 x 4 cars only )"
Front One Inn Hotel Semarang,Aman Sukamto,5.0,"Good Service, Nice Staff, Clean and Cozy Room, Nice Food and Coffee.It's a very good experience when I stay at this Hotel."
Front One Inn Hotel Semarang,edu joe,1.0,"Compacted packing, small room, ac is set to run within a control limit, smelly room"
Front One Inn Hotel Semarang,Adhie Lesmana,4.0,"Nice and Cozy hotel, New Room clean and comfort. MINUS Elevator not work, not easy if we carry lot of stuff"
Front One Inn Hotel Semarang,Hery Wibowo,3.0,Nice low budget hotel in Semarang.
Front One Inn Hotel Semarang,Muhammad Azimul,3.0,value for money if you looking a place to have a sleep and take a bath
Front One Inn Hotel Semarang,stuart miller,1.0,Poor room poor breakfast would not recommend unless you just need a bed for the night while travelling
Front One Inn Hotel Semarang,Sarwono Wongsohardjo,3.0,"Polite front office people, small parking area. No views, just place to rest in awhile"
Front One Inn Hotel Semarang,Ryandhika Gilang,5.0,goodRooms: 4/5 | Service: 5/5 | Location: 3/5 …More
Front One Inn Hotel Semarang,Shaufan Husnika Channel,5.0,Good price and I enjoy drinking coffee at the Spotbox cafe
Front One Inn Hotel Semarang,Sari Kusuma,4.0,Suitable for quick visit & backpackers. Very affordable
Front One Inn Hotel Semarang,Wahyu Setyawan,4.0,Nice place in the down town. Small but convenient
Front One Inn Hotel Semarang,Danny Chen,4.0,A Nice budget hotel...Clean and very nice staff
Front One Inn Hotel Semarang,Imam SYOFWAN,5.0,Warm clean hotel and reasonably price relatively economy price.
Front One Inn Hotel Semarang,Purwo Wasito,5.0,"Very nice budget hotel, the best in town..."
Front One Inn Hotel Semarang,Dian Fawitra Sulistiani,5.0,Great place to stay.. N loved the quotes..
Front One Inn Hotel Semarang,Elaine De Sena,4.0,Nice staff and the room are clean
Front One Inn Hotel Semarang,Anthea DotCo,5.0,Nice and cozy place for low budget hotel
Front One Inn Hotel Semarang,Hery HyZAD,4.0,Good a hotel in Semarang that new building. 👍🏻
Front One Inn Hotel Semarang,Nanang Sutisna,5.0,The good hotel in main street and good Service
Front One Inn Hotel Semarang,yogi sugianto,3.0,Not bad. But it's far away from downtown
Front One Inn Hotel Semarang,Darwin Tjiawi,4.0,Nice for whose working / busnis in tugu area
Front One Inn Hotel Semarang,Andi suandi “andi” Suandi,5.0,Ok
Front One Inn Hotel Semarang,Terry Mariana,4.0,The breakfast is not enough for the quests this morning
Front One Inn Hotel Semarang,windy prastyani,5.0,nice place.. good job 👍
Front One Inn Hotel Semarang,Miko Irwanto,4.0,Ok
Front One Inn Hotel Semarang,Feri Rozul Munir,3.0,Good
Front One Inn Hotel Semarang,Pijèt pàñGĢilàn Semarang Hòtel&rumàh tata aRimby,5.0,T.O.P
Front One Inn Hotel Semarang,Yoe Toen,5.0,Great
Front One Inn Hotel Semarang,Sri Andani Pudjianti,3.0,Not bad
Front One Inn Hotel Semarang,Arsidhi Mustang,5.0,Yes yuuu
Front One Inn Hotel Semarang,danang bagus,4.0,Cozy place good service
Front One Inn Hotel Semarang,Will Park,4.0,Good for short business trip
Front One Inn Hotel Semarang,Dave Aditya,5.0,Nice and cozy Hotel
Front One Inn Hotel Semarang,jenny titania 9,5.0,Loveeeee
Front One Inn Hotel Semarang,Antoni antoni,4.0,Good place hotel
Front One Inn Hotel Semarang,Rio Dharmawan,2.0,Th breakfast is terrible
Front One Inn Hotel Semarang,Amat Yuli Anto,2.0,sippp
Front One Inn Hotel Semarang,Gerryza Nirindra,5.0,Ok
Front One Inn Hotel Semarang,teh kaligua,5.0,Ok
Front One Inn Hotel Semarang,Asyrof Demuria,4.0,Ok
Front One Inn Hotel Semarang,Rizky Jounio Selabu,5.0,Best
Front One Inn Hotel Semarang,Wahyudi Bsourcing,4.0,Ok Cozy place
Front One Inn Hotel Semarang,muhamad najib,5.0,Ok
Front One Inn Hotel Semarang,anakibuk,5.0,Fresh
Front One Inn Hotel Semarang,Bowie Aksan,4.0,Good hotel
Front One Inn Hotel Semarang,teknisi gila,4.0,Good
Front One Inn Hotel Semarang,Saifinatun Nazah,5.0,Nice
Front One Inn Hotel Semarang,Anggita Septiani,5.0,Very good..
Front One Inn Hotel Semarang,dedi wahyudi,4.0,Low cost 👍
Front One Inn Hotel Semarang,teddy wijaya,5.0,Good hotel
Front One Inn Hotel Semarang,Hen Kee,3.0,Recomended....
Front One Inn Hotel Semarang,Liamsi Nawayites,5.0,best recomend
Front One Inn Hotel Semarang,kevin octaviano,5.0,nice hotel
Front One Inn Hotel Semarang,Raj Mani Yadav,5.0,Nice stayed
Front One Inn Hotel Semarang,wahyu cgtour,5.0,Cozy hotel
Front One Inn Hotel Semarang,Atho' Amrulloh,3.0,Satisfaction
Front One Inn Hotel Semarang,Asrul Ibrahim Nur,5.0,Cozy place
Front One Inn Hotel Semarang,nabila mazaya,3.0,"(Translated by Google) A business hotel whose purpose is just enough for sleeping. The lobby is quite small, but sells a variety of cold drinks. The lift can accommodate up to 4 adults. When arriving at the room, the room card only functions to turn on the lights, the AC and TV must be turned on manually. Cold AC. Wifi doesn't work. The pillowcases are already dull brown, as are the mats and towels. So I think ""if you want to use 🙏🏼 The views from the rooms vary, some have street views, some are towards the hospital, there are also my friends who don't care about the plain full wall view, so the room is dark 😅 The hot water in the bathroom is also on, but the water is a bit smelly. Surprisingly, the food is pretty good, the variety is limited, but the taste is pretty good. Hopefully the quality of the linen & bed will be improved again. (Original) Business hotel yg peruntukannya memang cukup utk tidur aja. Lobby cukup kecil, tp menjual berbagai minuman dingin. Lift muat utk max 4 org dewasa. Saat tiba di kamar, kartu kamar berfungsi utk hidupin lampu aja, AC dan tv harus dinyalakan manual. AC dingin. Wifi ga nyantol. Sarung bantal udah kusam kecoklatan, begitupun keset dan handuk. Jd mikir” kalo mau pake 😅🙏🏼 View dari kamar beragam, ada yg pemandangan jalan, ada yg ke arah RS, ada jg temen saya apes view polosan full dinding, jd kamarnya gelap😅 Air panas kamar mandi jg menyala, tp airnya agak bau. Surprisingly makanannya lumayan enak sih, variannya memang terbatas, tp rasanya lumayan enak. Semoga utk kualitas linen & bednya diperbaiki lagi."
Front One Inn Hotel Semarang,R.A. Setiorini,5.0,"(Translated by Google) The location of this hotel is close to the toll gate so it is suitable as a transit point on the way. The rooms are not too spacious, but clean and comfortable enough to rest. Friendly and welcoming service. The breakfast menu is not very varied but quite okay. Overall okay. (Original) Lokasi hotel ini dekat dengan pintu tol sehingga cocok sebagai tempat transit dalam perjalanan. Kamar tidak terlalu luas, tapi cukup bersih dan nyaman untuk beristirahat. Pelayanan ramah dan bersahabat. Menu sarapan tidak terlalu bervariasi tapi cukup oke. Overall oke."
Front One Inn Hotel Semarang,Hang Eatout,4.0,"(Translated by Google) The place According to the price, the budget is okay. got a new toothbrush and towel, but there's no shampoo, although maybe the soap can be used on the body and on the hair, I didn't dare to try. Adjacent to spotbox caffe and alfamart, across the street there are many food stalls. The smell of the room is good, the mattress, blankets, pillows and towels smell good. Then the hot water runs smoothly. The elevator is bright and the room corridors are not spooky. Was surprised, because it was left for a while, but returned to the room, the room was tidy again. Even though in front of the door it is written do not disturb. Thankfully, nothing was lost either. Maybe it can be fixed again for this problem, for example to change towels, maybe additional information is needed such as putting it in front of the room. (Original) Tempat Sesuai harga, budget okeey. dapet sikat gigi dan handuk baru, cuman ga ada sampo, walaupun mungkin sabunnya itu bisa dipake di badan dan di rambut, saya tidak berani mencoba. Bersebelahan dengan spotbox caffe dan alfamart, disebrang jalan ada banyak warung makanan. Bau kamar enak, kasur, selimut, bantal dan handuk wangi. Lalu air panas berjalan lancar. Lift terang dan koridor kamar tidak seram. Sempat kaget, karena ditinggal sebentar, tapi balik ke kamar, kamar sudah rapi kembali. Pdhal didepan pintu sudah tertulis do not disturb. Syukurlah, barang juga ga ada yang hilang. Mungkin bisa diperbaiki lagi untuk masalah ini, semisalkan untuk mengganti handuk, mungkin perlu ada info tambahan seperti taruh didepan kamar."
Front One Inn Hotel Semarang,Ageng Wiyatno,4.0,"(Translated by Google) According to the price, the location is right next to the main road, the service is good, but it's a bit long, there are smoking rooms that don't have windows😅 (Original) Sesuai dengan harganya, lokasi tepat opnggir jalan utama, pelayanan baik, tp agak lama, kamar smoking ada yang ga ada jendelanya😅"
Front One Inn Hotel Semarang,Diah Asti Nurrohmah,5.0,"(Translated by Google) Very comfortable. Outdoor room. Clean linens. Cold ac. Cm, unfortunately the walls are not soundproof and the toilet smells (Original) Nyaman bgt. Kamar luar. Linen bersih. Ac dingin. Cm sayang temboknya kurang kedap suara sama toilet bau"
Front One Inn Hotel Semarang,Firman Dwicahyo,2.0,"(Translated by Google) The bathroom was dirty, the faucet leaked drainage with holes in the towels, like a motorcycle rag. The bed sheets are white as white as raskin rice (Original) Kamar mandi kotor kran bocor drainase berlubang handuk kayak lap motor. Sprei kasurnya Putih seputih beras raskin"
Front One Inn Hotel Semarang,Nabilla Safitri,3.0,"(Translated by Google) Nothing includes tea and coffee, the bathroom is dirty, the air conditioner is not cold enough, it says it's a hotel but it's like oyo. (Original) Tidak ada include teh dan kopi, kamar mandi kotor, ac.nya kurang dingin, katanya hotel tapi seperti oyo."
Front One Inn Hotel Semarang,agung Putro,5.0,"(Translated by Google) The hotel is cool for those who are traveling in Semarang. On the main route Pantura. The rooms are clean, the service is also friendly (Original) Hotelnya asik buat yang lagi travelling di Semarang. Di jalur utama Pantura. Kamarnya bersih, pelayanannya juga ramah"
Front One Inn Hotel Semarang,aykhen ruri,4.0,"(Translated by Google) Rooms are ok, service is ok, location is ok for me because it is close to the office, only the parking is a bit narrow.. (Original) Kamar ok, layanan ok lokasi ok bagi saya karena dekat dengan kantor, cuma parkirnya aja yg agak sempit.."
Front One Inn Hotel Semarang,Bimo Setyawan,5.0,"(Translated by Google) The location is very strategic next to the Tugu Hospital, the rooms are clean and the staff is friendly (Original) Lokasinya strategis banget disamping RS Tugu, kamar bersih dan staffnya ramah"
Front One Inn Hotel Semarang,4riee ajah,4.0,"(Translated by Google) Cheap prices, ok facilities... it's recommended for 1 or 2 days (Original) Harga murah fasilitas ok...rekomen lah kalau untuk 1 ato 2 hari"
Front One Inn Hotel Semarang,蔡志偉,3.0,"(Translated by Google) Affordable and comfortable accommodation, suitable for business trips or business trips. (Original) 平價而且舒適的住宿環境，適合出差工作或商旅。"
Front One Inn Hotel Semarang,Arni Pamungkas,3.0,"(Translated by Google) Actually this hotel has great potential, because it is located close to the Krapyak toll gate, next to Tugurejo Hospital, the price is also friendly. Only unfortunately the room is not tight & not clean. in the room we occupied the walls of the room had blood stains, the bathroom was also not clean, this time I found a hotel bathroom with cobwebs. Only for transit it's still okay, but not for staying more than 2 days (Original) Sebenarnya hotel ini punya potensi besar, karena letaknya dekat dengan gerbang tol Krapyak, bersebelahan dengan RSUD Tugurejo, harga juga bersahabat. Cuma sayangnya kamarnya kurang kedap & kurang bersih. di kamar yg kami tempati dinding kamarnya ada noda darah, kamar mandinya juga nggak bersih, baru kali ini nemu kamar mandi hotel ada sarang laba2nya. Hanya utk transit masih okelah, tapi tidak utk menginap lebih dari 2 hari"
Front One Inn Hotel Semarang,Maruf Venuz,4.0,(Translated by Google) Suitable for office workers who can take a break with a budget that is not too expensive. (Original) Cocok untuk yang kantoran bisa istirahat dgn budget yg tidak terlalu mahal.
Front One Inn Hotel Semarang,Taufan Abdyanto,5.0,"(Translated by Google) Do you have a cellphone number for reservation? If possible, don't phone no 🙏 (Original) Ada nomor HP untuk reservasi? Kalau bisa jgn no tlfn 🙏"
Front One Inn Hotel Semarang,Kadita rondo,5.0,(Translated by Google) Thank you for giving directions about the michat scam (Original) Terimakasih telah memberikan arahan soal penipuan michat
